year,State,PCE Category,PCE
2005,North Carolina,      Gasoline and other energy goods,1037
2005,North Carolina,    Household consumption expenditures (for services),15085
2005,North Carolina,      Housing and utilities,4232
2005,North Carolina,      Health care,4181
2005,North Dakota,      Clothing and footwear,936
2005,North Dakota,      Gasoline and other energy goods,1862
2005,North Dakota,    Household consumption expenditures (for services),16196
2005,North Dakota,      Housing and utilities,3754
2005,North Dakota,      Health care,4781
2005,Ohio,      Clothing and footwear,879
2005,Ohio,      Gasoline and other energy goods,881
2005,Ohio,    Household consumption expenditures (for services),17572
2005,Ohio,      Housing and utilities,4707
2005,Ohio,      Health care,4844
2005,Oklahoma,      Clothing and footwear,885
2005,Oklahoma,      Gasoline and other energy goods,1047
2005,Oklahoma,    Household consumption expenditures (for services),14070
2005,Oklahoma,      Housing and utilities,3927
2005,Oklahoma,      Health care,4145
2005,Oregon,      Clothing and footwear,990
2005,Oregon,      Gasoline and other energy goods,918
2005,Oregon,    Household consumption expenditures (for services),18314
2005,Oregon,      Housing and utilities,6052
2005,Oregon,      Health care,4222
2005,Pennsylvania,      Clothing and footwear,1011
2005,Pennsylvania,      Gasoline and other energy goods,985
2005,Pennsylvania,    Household consumption expenditures (for services),19414
2005,Pennsylvania,      Housing and utilities,4780
2005,Pennsylvania,      Health care,5019
2005,Rhode Island,      Clothing and footwear,984
2005,Rhode Island,      Gasoline and other energy goods,958
2005,Rhode Island,    Household consumption expenditures (for services),20095
2005,Rhode Island,      Housing and utilities,5986
2005,Rhode Island,      Health care,5082
2005,South Carolina,      Clothing and footwear,1014
2005,South Carolina,      Gasoline and other energy goods,1216
2005,South Carolina,    Household consumption expenditures (for services),14610
2005,South Carolina,      Housing and utilities,4004
2005,South Carolina,      Health care,3987
2005,South Dakota,      Clothing and footwear,825
2005,South Dakota,      Gasoline and other energy goods,1589
2005,South Dakota,    Household consumption expenditures (for services),16596
2005,South Dakota,      Housing and utilities,4011
2005,South Dakota,      Health care,5006
2005,Tennessee,      Clothing and footwear,965
2005,Tennessee,      Gasoline and other energy goods,945
2005,Tennessee,    Household consumption expenditures (for services),15579
2005,Tennessee,      Housing and utilities,4483
2005,Tennessee,      Health care,4409
2005,Texas,      Clothing and footwear,1046
2005,Texas,      Gasoline and other energy goods,1103
2005,Texas,    Household consumption expenditures (for services),16403
2005,Texas,      Housing and utilities,4780
2005,Texas,      Health care,3951
2005,Utah,      Clothing and footwear,899
2005,Utah,      Gasoline and other energy goods,964
2005,Utah,    Household consumption expenditures (for services),15331
2005,Utah,      Housing and utilities,5024
2005,Utah,      Health care,3329
2005,Vermont,      Clothing and footwear,894
2005,Vermont,      Gasoline and other energy goods,1690
2005,Vermont,    Household consumption expenditures (for services),19714
2005,Vermont,      Housing and utilities,5500
2005,Vermont,      Health care,5160
2005,Virginia,      Clothing and footwear,1161
2005,Virginia,      Gasoline and other energy goods,1144
2005,Virginia,    Household consumption expenditures (for services),19924
2005,Virginia,      Housing and utilities,5651
2005,Virginia,      Health care,4050
2005,Washington,      Clothing and footwear,967
2005,Washington,      Gasoline and other energy goods,906
2005,Washington,    Household consumption expenditures (for services),20123
2005,Washington,      Housing and utilities,6368
2005,Washington,      Health care,4570
2005,West Virginia,      Clothing and footwear,699
2005,West Virginia,      Gasoline and other energy goods,1009
2005,West Virginia,    Household consumption expenditures (for services),13618
2005,West Virginia,      Housing and utilities,3432
2005,West Virginia,      Health care,4783
2005,Wisconsin,      Clothing and footwear,858
2005,Wisconsin,      Gasoline and other energy goods,1110
2005,Wisconsin,    Household consumption expenditures (for services),18066
2005,Wisconsin,      Housing and utilities,5065
2005,Wisconsin,      Health care,5073
2005,Wyoming,      Clothing and footwear,748
2005,Wyoming,      Gasoline and other energy goods,2334
2005,Wyoming,    Household consumption expenditures (for services),17481
2005,Wyoming,      Housing and utilities,4737
2005,Wyoming,      Health care,4193
2006,United States,      Clothing and footwear,1073
2006,United States,      Gasoline and other energy goods,1071
2006,United States,    Household consumption expenditures (for services),19376
2006,United States,      Housing and utilities,5638
2006,United States,      Health care,4665
2006,Alabama,      Clothing and footwear,928
2006,Alabama,      Gasoline and other energy goods,1141
2006,Alabama,    Household consumption expenditures (for services),15011
2006,Alabama,      Housing and utilities,3886
2006,Alabama,      Health care,4354
2006,Alaska,      Clothing and footwear,920
2006,Alaska,      Gasoline and other energy goods,1111
2006,Alaska,    Household consumption expenditures (for services),22168
2006,Alaska,      Housing and utilities,5952
2006,Alaska,      Health care,6212
2006,Arizona,      Clothing and footwear,1024
2006,Arizona,      Gasoline and other energy goods,1075
2006,Arizona,    Household consumption expenditures (for services),17347
2006,Arizona,      Housing and utilities,4940
2006,Arizona,      Health care,4007
2006,Arkansas,      Clothing and footwear,887
2006,Arkansas,      Gasoline and other energy goods,1282
2006,Arkansas,    Household consumption expenditures (for services),14312
2006,Arkansas,      Housing and utilities,3906
2006,Arkansas,      Health care,4104
2006,California,      Clothing and footwear,1193
2006,California,      Gasoline and other energy goods,869
2006,California,    Household consumption expenditures (for services),21266
2006,California,      Housing and utilities,6973
2006,California,      Health care,4317
2006,Colorado,      Clothing and footwear,1101
2006,Colorado,      Gasoline and other energy goods,1004
2006,Colorado,    Household consumption expenditures (for services),21525
2006,Colorado,      Housing and utilities,6856
2006,Colorado,      Health care,4301
2006,Connecticut,      Clothing and footwear,1329
2006,Connecticut,      Gasoline and other energy goods,1221
2006,Connecticut,    Household consumption expenditures (for services),25513
2006,Connecticut,      Housing and utilities,7840
2006,Connecticut,      Health care,5487
2006,Delaware,      Clothing and footwear,1112
2006,Delaware,      Gasoline and other energy goods,1053
2006,Delaware,    Household consumption expenditures (for services),20241
2006,Delaware,      Housing and utilities,5853
2006,Delaware,      Health care,5406
2006,District of Columbia,      Clothing and footwear,1500
2006,District of Columbia,      Gasoline and other energy goods,1161
2006,District of Columbia,    Household consumption expenditures (for services),34676
2006,District of Columbia,      Housing and utilities,7019
2006,District of Columbia,      Health care,7802
2006,Florida,      Clothing and footwear,906
2006,Florida,      Gasoline and other energy goods,890
2006,Florida,    Household consumption expenditures (for services),19624
2006,Florida,      Housing and utilities,5581
2006,Florida,      Health care,4738
2006,Georgia,      Clothing and footwear,1075
2006,Georgia,      Gasoline and other energy goods,1187
2006,Georgia,    Household consumption expenditures (for services),16980
2006,Georgia,      Housing and utilities,4878
2006,Georgia,      Health care,4012
2006,Hawaii,      Clothing and footwear,749
2006,Hawaii,      Gasoline and other energy goods,761
2006,Hawaii,    Household consumption expenditures (for services),19735
2006,Hawaii,      Housing and utilities,6142
2006,Hawaii,      Health care,4509
2006,Idaho,      Clothing and footwear,753
2006,Idaho,      Gasoline and other energy goods,1291
2006,Idaho,    Household consumption expenditures (for services),15211
2006,Idaho,      Housing and utilities,4568
2006,Idaho,      Health care,3796
2006,Illinois,      Clothing and footwear,1144
2006,Illinois,      Gasoline and other energy goods,844
2006,Illinois,    Household consumption expenditures (for services),20586
2006,Illinois,      Housing and utilities,5977
2006,Illinois,      Health care,4626
2006,Indiana,      Clothing and footwear,897
2006,Indiana,      Gasoline and other energy goods,1350
2006,Indiana,    Household consumption expenditures (for services),16742
2006,Indiana,      Housing and utilities,4675
2006,Indiana,      Health care,4676
2006,Iowa,      Clothing and footwear,859
2006,Iowa,      Gasoline and other energy goods,1504
2006,Iowa,    Household consumption expenditures (for services),16390
2006,Iowa,      Housing and utilities,4516
2006,Iowa,      Health care,4478
2006,Kansas,      Clothing and footwear,833
2006,Kansas,      Gasoline and other energy goods,1093
2006,Kansas,    Household consumption expenditures (for services),17088
2006,Kansas,      Housing and utilities,4759
2006,Kansas,      Health care,4547
2006,Kentucky,      Clothing and footwear,821
2006,Kentucky,      Gasoline and other energy goods,1360
2006,Kentucky,    Household consumption expenditures (for services),14814
2006,Kentucky,      Housing and utilities,3968
2006,Kentucky,      Health care,4487
2006,Louisiana,      Clothing and footwear,974
2006,Louisiana,      Gasoline and other energy goods,1147
2006,Louisiana,    Household consumption expenditures (for services),15726
2006,Louisiana,      Housing and utilities,4515
2006,Louisiana,      Health care,4417
2006,Maine,      Clothing and footwear,1011
2006,Maine,      Gasoline and other energy goods,1948
2006,Maine,    Household consumption expenditures (for services),19008
2006,Maine,      Housing and utilities,5074
2006,Maine,      Health care,5298
2006,Maryland,      Clothing and footwear,1209
2006,Maryland,      Gasoline and other energy goods,1057
